timestamp,symbol,side,amount,price,exchange
1749217253.0109525,BTC/USD,SELL,3,20256,Binance
1749217253.0109525,BTC/USD,BUY,4,20262,dYdX
1749217253.0109525,BTC/USD,SELL,8,20267,dYdX
1749217253.0109525,BTC/USD,BUY,5,20258,FTX
1749217253.0109525,BTC/USD,SELL,2,20256,Binance
1749217253.0109525,BTC/USD,SELL,2,20247,FTX
1749217253.0109525,BTC/USD,BUY,9,20253,dYdX
1749217253.0109525,BTC/USD,BUY,2,20254,Binance
1749217253.0109525,BTC/USD,SELL,2,20254,dYdX
1749217253.0109525,BTC/USD,SELL,1,20259,dYdX
1749217253.0109525,BTC/USD,SELL,0,20254,FTX
1749217253.0109525,BTC/USD,BUY,7,20246,Binance
1749217253.0109525,BTC/USD,BUY,8,20243,Bybit
1749217253.0109525,BTC/USD,SELL,1,20253,dYdX
1749217253.0109525,BTC/USD,SELL,8,20246,FTX
1749217253.0109525,BTC/USD,SELL,6,20249,FTX
1749217253.0109525,BTC/USD,BUY,8,20246,dYdX
1749217253.0109525,BTC/USD,BUY,9,20236,Bybit
1749217253.0109525,BTC/USD,BUY,9,20241,Bybit
1749217253.0109525,BTC/USD,BUY,9,20244,Binance
1749217253.0109525,BTC/USD,BUY,2,20252,Bybit
1749217253.0109525,BTC/USD,SELL,0,20244,dYdX
1749217253.0109525,BTC/USD,SELL,5,20253,dYdX
1749217253.0109525,BTC/USD,BUY,0,20255,Binance
1749217253.0109525,BTC/USD,BUY,2,20258,Binance
1749217253.0109525,BTC/USD,SELL,3,20255,FTX
1749217253.0109525,BTC/USD,SELL,7,20251,Bybit
1749217253.0109525,BTC/USD,SELL,1,20252,Bybit
1749217253.0109525,BTC/USD,SELL,7,20243,Bybit
1749217253.0109525,BTC/USD,SELL,6,20234,Bybit
1749217253.0109525,BTC/USD,BUY,7,20241,Bybit
1749217253.0109525,BTC/USD,SELL,0,20231,dYdX
1749217253.0109525,BTC/USD,BUY,8,20225,FTX
1749217253.0109525,BTC/USD,BUY,8,20217,dYdX
1749217253.0109525,BTC/USD,BUY,9,20208,Bybit
1749217253.0109525,BTC/USD,BUY,4,20210,Binance
1749217253.0109525,BTC/USD,SELL,7,20208,Binance
1749217253.0109525,BTC/USD,SELL,4,20209,Bybit
1749217253.0109525,BTC/USD,SELL,4,20209,Binance
1749217253.0109525,BTC/USD,SELL,0,20219,FTX
1749217253.0109525,BTC/USD,SELL,2,20211,Binance
1749217253.0109525,BTC/USD,BUY,2,20216,Binance
1749217253.0109525,BTC/USD,SELL,8,20216,dYdX
1749217253.0109525,BTC/USD,BUY,1,20214,Binance
1749217253.0109525,BTC/USD,SELL,0,20205,Bybit
1749217253.0109525,BTC/USD,SELL,5,20200,dYdX
1749217253.0109525,BTC/USD,BUY,5,20204,FTX
1749217253.0109525,BTC/USD,SELL,0,20210,dYdX
1749217253.0109525,BTC/USD,SELL,5,20211,Bybit
1749217253.0109525,BTC/USD,SELL,3,20210,Binance
1749217253.0109525,BTC/USD,BUY,2,20200,dYdX
1749217253.0109525,BTC/USD,BUY,1,20208,dYdX
1749217253.0109525,BTC/USD,BUY,3,20205,FTX
1749217253.0109525,BTC/USD,BUY,9,20202,Binance
1749217253.0109525,BTC/USD,SELL,0,20209,Bybit
1749217253.0109525,BTC/USD,SELL,9,20202,Bybit
1749217253.0109525,BTC/USD,SELL,1,20201,Binance
1749217253.0109525,BTC/USD,SELL,9,20206,Binance
1749217253.0109525,BTC/USD,BUY,3,20202,Bybit
1749217253.0109525,BTC/USD,SELL,7,20207,Binance
1749217253.0109525,BTC/USD,SELL,0,20213,Bybit
1749217253.0109525,BTC/USD,SELL,4,20208,Bybit
1749217253.0109525,BTC/USD,BUY,7,20202,dYdX
1749217253.0109525,BTC/USD,SELL,3,20206,dYdX
1749217253.0109525,BTC/USD,BUY,5,20196,Bybit
1749217253.0109525,BTC/USD,BUY,0,20203,dYdX
1749217253.0109525,BTC/USD,SELL,5,20210,FTX
1749217253.0109525,BTC/USD,SELL,3,20218,Binance
1749217253.0109525,BTC/USD,SELL,2,20222,dYdX
1749217253.0109525,BTC/USD,SELL,5,20217,FTX
1749217253.0109525,BTC/USD,SELL,3,20225,dYdX
1749217253.0109525,BTC/USD,SELL,0,20216,Bybit
1749217253.0109525,BTC/USD,BUY,9,20214,Binance
1749217253.0109525,BTC/USD,SELL,0,20217,Bybit
1749217253.0109525,BTC/USD,SELL,4,20219,FTX
1749217253.0109525,BTC/USD,SELL,8,20224,FTX
1749217253.0109525,BTC/USD,BUY,7,20214,dYdX
1749217253.0109525,BTC/USD,BUY,0,20208,Bybit
1749217253.0109525,BTC/USD,SELL,4,20205,FTX
1749217253.0109525,BTC/USD,BUY,4,20202,Bybit
1749217253.0109525,BTC/USD,SELL,4,20199,FTX
1749217253.0109525,BTC/USD,BUY,1,20195,FTX
1749217253.0109525,BTC/USD,BUY,8,20202,dYdX
1749217253.0109525,BTC/USD,BUY,9,20203,Bybit
1749217253.0109525,BTC/USD,BUY,0,20205,FTX
1749217253.0109525,BTC/USD,BUY,7,20208,dYdX
1749217253.0109525,BTC/USD,SELL,2,20211,Bybit
1749217253.0109525,BTC/USD,SELL,5,20218,dYdX
1749217253.0109525,BTC/USD,BUY,9,20223,dYdX
1749217253.0109525,BTC/USD,SELL,3,20213,FTX
1749217253.0109525,BTC/USD,SELL,3,20216,Bybit
1749217253.0109525,BTC/USD,SELL,6,20206,Bybit
1749217253.0109525,BTC/USD,SELL,9,20216,Binance
1749217253.0109525,BTC/USD,BUY,9,20212,Bybit
1749217253.0109525,BTC/USD,SELL,0,20216,Bybit
1749217253.0109525,BTC/USD,SELL,4,20209,FTX
1749217253.0109525,BTC/USD,SELL,2,20214,Bybit
1749217253.0109525,BTC/USD,BUY,1,20206,Bybit
1749217253.0109525,BTC/USD,SELL,4,20212,dYdX
1749217253.0109525,BTC/USD,SELL,7,20206,Bybit
1749217253.0109525,BTC/USD,BUY,0,20203,dYdX
1749217253.0109525,BTC/USD,BUY,6,20196,FTX
1749217253.0109525,BTC/USD,BUY,6,20193,Bybit
1749217253.0109525,BTC/USD,BUY,6,20198,dYdX
1749217253.0109525,BTC/USD,SELL,2,20199,Binance
1749217253.0109525,BTC/USD,BUY,4,20194,Binance
1749217253.0109525,BTC/USD,SELL,4,20191,FTX
1749217253.0109525,BTC/USD,BUY,2,20198,dYdX
1749217253.0109525,BTC/USD,SELL,9,20194,Binance
1749217253.0109525,BTC/USD,SELL,5,20204,FTX
1749217253.0109525,BTC/USD,SELL,9,20199,dYdX
1749217253.0109525,BTC/USD,BUY,9,20202,dYdX
1749217253.0109525,BTC/USD,BUY,4,20210,Binance
1749217253.0109525,BTC/USD,SELL,0,20213,Binance
1749217253.0109525,BTC/USD,SELL,1,20215,FTX
1749217253.0109525,BTC/USD,BUY,0,20224,Binance
1749217253.0109525,BTC/USD,SELL,2,20231,Bybit
1749217253.0109525,BTC/USD,BUY,4,20238,Binance
1749217253.0109525,BTC/USD,BUY,6,20244,Bybit
1749217253.0109525,BTC/USD,SELL,5,20250,FTX
1749217253.0109525,BTC/USD,BUY,5,20245,FTX
1749217253.0109525,BTC/USD,SELL,6,20236,Binance
1749217253.0109525,BTC/USD,SELL,6,20228,dYdX
1749217253.0109525,BTC/USD,BUY,7,20221,Binance
1749217253.0109525,BTC/USD,SELL,1,20225,Binance
1749217253.0109525,BTC/USD,BUY,9,20221,FTX
1749217253.0109525,BTC/USD,BUY,6,20225,Binance
1749217253.0109525,BTC/USD,SELL,1,20227,FTX
1749217253.0109525,BTC/USD,SELL,2,20234,FTX
1749217253.0109525,BTC/USD,SELL,9,20228,FTX
1749217253.0109525,BTC/USD,BUY,7,20224,Bybit
1749217253.0109525,BTC/USD,BUY,5,20221,FTX
1749217253.0109525,BTC/USD,BUY,9,20220,dYdX
1749217253.0109525,BTC/USD,SELL,0,20214,Bybit
1749217253.0109525,BTC/USD,BUY,1,20209,Bybit
1749217253.0109525,BTC/USD,SELL,7,20218,Bybit
1749217253.0109525,BTC/USD,BUY,4,20224,dYdX
1749217253.0109525,BTC/USD,SELL,1,20231,dYdX
1749217253.0109525,BTC/USD,SELL,9,20237,FTX
1749217253.0109525,BTC/USD,BUY,1,20232,Binance
1749217253.0109525,BTC/USD,SELL,6,20222,Binance
1749217253.0109525,BTC/USD,SELL,9,20222,Bybit
1749217253.0109525,BTC/USD,BUY,8,20223,FTX
1749217253.0109525,BTC/USD,SELL,2,20213,Binance
1749217253.0109525,BTC/USD,SELL,5,20209,dYdX
1749217253.0109525,BTC/USD,SELL,1,20216,Bybit
1749217253.0109525,BTC/USD,BUY,9,20207,FTX
1749217253.0109525,BTC/USD,BUY,6,20216,Binance
1749217253.0109525,BTC/USD,BUY,1,20210,FTX
1749217253.0109525,BTC/USD,BUY,4,20215,Binance
1749217253.0109525,BTC/USD,SELL,7,20221,Bybit
1749217253.0109525,BTC/USD,SELL,5,20223,FTX
1749217253.0109525,BTC/USD,SELL,6,20213,dYdX
1749217253.0109525,BTC/USD,SELL,6,20205,dYdX
1749217253.0109525,BTC/USD,SELL,4,20206,Bybit
1749217253.0109525,BTC/USD,SELL,6,20200,Bybit
1749217253.0109525,BTC/USD,BUY,5,20198,Binance
1749217253.0109525,BTC/USD,SELL,1,20204,Bybit
1749217253.0109525,BTC/USD,SELL,3,20209,FTX
1749217253.0109525,BTC/USD,BUY,2,20207,Binance
1749217253.0109525,BTC/USD,BUY,0,20201,Bybit
1749217253.0109525,BTC/USD,SELL,3,20199,dYdX
1749217253.0109525,BTC/USD,SELL,4,20207,Binance
1749217253.0109525,BTC/USD,BUY,7,20215,Bybit
1749217253.0109525,BTC/USD,SELL,6,20213,dYdX
1749217253.0109525,BTC/USD,SELL,2,20212,Bybit
1749217253.0109525,BTC/USD,BUY,6,20220,FTX
1749217253.0109525,BTC/USD,SELL,5,20211,Bybit
1749217253.0109525,BTC/USD,BUY,3,20217,FTX
1749217253.0109525,BTC/USD,SELL,8,20217,dYdX
1749217253.0109525,BTC/USD,SELL,0,20227,Binance
1749217253.0109525,BTC/USD,SELL,2,20220,Bybit
1749217253.0109525,BTC/USD,BUY,4,20225,Binance
1749217253.0109525,BTC/USD,SELL,8,20234,Bybit
1749217253.0109525,BTC/USD,BUY,8,20232,Bybit
1749217253.0109525,BTC/USD,BUY,5,20242,Binance
1749217253.0109525,BTC/USD,BUY,5,20239,Bybit
1749217253.0109525,BTC/USD,SELL,1,20248,dYdX
1749217253.0109525,BTC/USD,SELL,3,20252,Binance
1749217253.0109525,BTC/USD,BUY,7,20243,FTX
1749217253.0109525,BTC/USD,BUY,3,20242,Binance
1749217253.0109525,BTC/USD,SELL,4,20239,FTX
1749217253.0109525,BTC/USD,BUY,1,20243,Bybit
1749217253.0109525,BTC/USD,BUY,0,20238,FTX
1749217253.0109525,BTC/USD,BUY,4,20228,FTX
1749217253.0109525,BTC/USD,BUY,6,20233,Binance
1749217253.0109525,BTC/USD,SELL,9,20240,FTX
1749217253.0109525,BTC/USD,BUY,9,20244,dYdX
1749217253.0109525,BTC/USD,SELL,3,20249,Binance
1749217253.0109525,BTC/USD,SELL,0,20244,Binance
1749217253.0109525,BTC/USD,SELL,0,20245,Bybit
1749217253.0109525,BTC/USD,SELL,3,20251,Binance
1749217253.0109525,BTC/USD,SELL,5,20250,Binance
1749217253.0109525,BTC/USD,BUY,6,20257,FTX
1749217253.0109525,BTC/USD,BUY,3,20250,Binance
1749217253.0109525,BTC/USD,BUY,7,20241,FTX
1749217253.0109525,BTC/USD,BUY,6,20235,Binance
1749217253.0109525,BTC/USD,SELL,4,20227,Binance
1749217253.0109525,BTC/USD,BUY,9,20233,FTX
1749217253.0109525,BTC/USD,SELL,2,20237,Binance
1749217253.0109525,BTC/USD,BUY,5,20242,dYdX
1749217253.0109525,BTC/USD,SELL,7,20237,Bybit
1749217253.0109525,BTC/USD,BUY,7,20229,dYdX
1749217253.0109525,BTC/USD,SELL,8,20220,FTX
1749217253.0109525,BTC/USD,SELL,7,20220,dYdX
1749217253.0109525,BTC/USD,BUY,8,20217,FTX
1749217253.0109525,BTC/USD,SELL,4,20227,FTX
1749217253.0109525,BTC/USD,SELL,1,20232,Bybit
1749217253.0109525,BTC/USD,BUY,1,20236,dYdX
1749217253.0109525,BTC/USD,BUY,0,20243,dYdX
1749217253.0109525,BTC/USD,SELL,0,20250,dYdX
1749217253.0109525,BTC/USD,BUY,9,20254,Bybit
1749217253.0109525,BTC/USD,BUY,2,20253,Binance
1749217253.0109525,BTC/USD,SELL,8,20244,dYdX
1749217253.0109525,BTC/USD,BUY,2,20243,dYdX
1749217253.0109525,BTC/USD,BUY,5,20252,FTX
1749217253.0109525,BTC/USD,BUY,2,20242,dYdX
1749217253.0109525,BTC/USD,SELL,5,20241,Binance
1749217253.0109525,BTC/USD,BUY,9,20237,Binance
1749217253.0109525,BTC/USD,SELL,9,20238,dYdX
1749217253.0109525,BTC/USD,BUY,6,20242,Binance
1749217253.0109525,BTC/USD,BUY,4,20250,dYdX
1749217253.0109525,BTC/USD,BUY,1,20252,Bybit
1749217253.0109525,BTC/USD,SELL,6,20259,Binance
1749217253.0109525,BTC/USD,BUY,8,20263,Binance
1749217253.0109525,BTC/USD,BUY,2,20256,dYdX
1749217253.0109525,BTC/USD,BUY,6,20263,Binance
1749217253.0109525,BTC/USD,BUY,0,20255,dYdX
1749217253.0109525,BTC/USD,SELL,7,20249,Binance
1749217253.0109525,BTC/USD,SELL,9,20239,FTX
1749217253.0109525,BTC/USD,SELL,4,20239,dYdX
1749217253.0109525,BTC/USD,BUY,5,20229,Binance
1749217253.0109525,BTC/USD,BUY,6,20219,FTX
1749217253.0109525,BTC/USD,SELL,1,20223,dYdX
1749217253.0109525,BTC/USD,SELL,6,20226,dYdX
1749217253.0109525,BTC/USD,SELL,8,20236,Bybit
1749217253.0109525,BTC/USD,BUY,5,20232,FTX
1749217253.0109525,BTC/USD,SELL,7,20222,Binance
1749217253.0109525,BTC/USD,SELL,8,20224,FTX
1749217253.0109525,BTC/USD,BUY,4,20232,FTX
1749217253.0109525,BTC/USD,BUY,4,20232,dYdX
1749217253.0109525,BTC/USD,BUY,4,20239,Bybit
1749217253.0109525,BTC/USD,SELL,3,20230,Bybit
1749217253.0109525,BTC/USD,BUY,2,20222,Bybit
1749217253.0109525,BTC/USD,SELL,1,20217,FTX
1749217253.0109525,BTC/USD,SELL,0,20217,FTX
1749217253.0109525,BTC/USD,SELL,0,20218,Bybit
1749217253.0109525,BTC/USD,BUY,5,20213,dYdX
1749217253.0109525,BTC/USD,SELL,9,20207,Binance
1749217253.0109525,BTC/USD,SELL,5,20216,Bybit
1749217253.0109525,BTC/USD,BUY,0,20217,Bybit
1749217253.0109525,BTC/USD,SELL,3,20218,Binance
1749217253.0109525,BTC/USD,BUY,5,20209,Bybit
1749217253.0109525,BTC/USD,SELL,7,20202,Binance
1749217253.0109525,BTC/USD,BUY,9,20195,Binance
1749217253.0109525,BTC/USD,BUY,9,20204,Binance
1749217253.0109525,BTC/USD,SELL,3,20203,Bybit
1749217253.0109525,BTC/USD,BUY,8,20211,Binance
1749217253.0109525,BTC/USD,SELL,1,20217,dYdX
1749217253.0109525,BTC/USD,SELL,8,20218,Bybit
1749217253.0109525,BTC/USD,BUY,4,20220,Bybit
1749217253.0109525,BTC/USD,BUY,9,20214,dYdX
1749217253.0109525,BTC/USD,BUY,3,20209,dYdX
1749217253.0109525,BTC/USD,BUY,5,20200,Bybit
1749217253.0109525,BTC/USD,BUY,1,20210,FTX
1749217253.0109525,BTC/USD,SELL,5,20216,Binance
1749217253.0109525,BTC/USD,SELL,3,20208,dYdX
1749217253.0109525,BTC/USD,SELL,7,20214,Binance
1749217253.0109525,BTC/USD,BUY,8,20219,FTX
1749217253.0109525,BTC/USD,SELL,6,20226,FTX
1749217253.0109525,BTC/USD,BUY,4,20232,FTX
1749217253.0109525,BTC/USD,BUY,4,20241,dYdX
1749217253.0109525,BTC/USD,SELL,4,20232,Binance
1749217253.0109525,BTC/USD,BUY,2,20226,Binance
1749217253.0109525,BTC/USD,SELL,7,20218,Binance
1749217253.0109525,BTC/USD,BUY,6,20212,dYdX
1749217253.0109525,BTC/USD,SELL,0,20214,dYdX
1749217253.0109525,BTC/USD,BUY,0,20216,Bybit
1749217253.0109525,BTC/USD,BUY,9,20222,FTX
1749217253.0109525,BTC/USD,SELL,3,20220,Binance
1749217253.0109525,BTC/USD,SELL,5,20211,Bybit
1749217253.0109525,BTC/USD,BUY,9,20221,Bybit
1749217253.0109525,BTC/USD,BUY,0,20225,dYdX
1749217253.0109525,BTC/USD,BUY,8,20219,Bybit
1749217253.0109525,BTC/USD,BUY,7,20212,FTX
1749217253.0109525,BTC/USD,SELL,3,20209,Bybit
1749217253.0109525,BTC/USD,SELL,1,20211,Binance
1749217253.0109525,BTC/USD,BUY,4,20208,Bybit
1749217253.0109525,BTC/USD,SELL,7,20209,dYdX
1749217253.0109525,BTC/USD,BUY,3,20205,Bybit
1749217253.0109525,BTC/USD,SELL,0,20203,dYdX
1749217253.0109525,BTC/USD,BUY,8,20200,FTX
1749217253.0109525,BTC/USD,SELL,2,20203,Bybit
1749217253.0109525,BTC/USD,BUY,7,20202,Bybit
1749217253.0109525,BTC/USD,SELL,2,20212,Binance
1749217253.0109525,BTC/USD,SELL,0,20211,FTX
1749217253.0109525,BTC/USD,BUY,2,20210,dYdX
1749217253.0109525,BTC/USD,BUY,0,20213,dYdX
1749217253.0109525,BTC/USD,SELL,2,20216,Binance
1749217253.0109525,BTC/USD,SELL,5,20206,dYdX
1749217253.0109525,BTC/USD,BUY,3,20196,Binance
1749217253.0109525,BTC/USD,BUY,0,20186,dYdX
1749217253.0109525,BTC/USD,SELL,1,20183,Bybit
1749217253.0109525,BTC/USD,BUY,2,20192,FTX
1749217253.0109525,BTC/USD,SELL,6,20195,dYdX
1749217253.0109525,BTC/USD,BUY,2,20192,dYdX
1749217253.0109525,BTC/USD,SELL,9,20202,FTX
1749217253.0109525,BTC/USD,BUY,0,20195,dYdX
1749217253.0109525,BTC/USD,BUY,9,20203,dYdX
1749217253.0109525,BTC/USD,SELL,8,20195,FTX
1749217253.0109525,BTC/USD,BUY,8,20191,FTX
1749217253.0109525,BTC/USD,SELL,3,20200,Bybit
1749217253.0109525,BTC/USD,BUY,0,20193,Bybit
1749217253.0109525,BTC/USD,BUY,2,20194,dYdX
1749217253.0109525,BTC/USD,SELL,4,20192,dYdX
1749217253.0109525,BTC/USD,BUY,7,20198,Binance
1749217253.0109525,BTC/USD,BUY,2,20193,dYdX
1749217253.0109525,BTC/USD,SELL,3,20185,Binance
1749217253.0109525,BTC/USD,BUY,4,20189,dYdX
1749217253.0109525,BTC/USD,SELL,9,20196,FTX
1749217253.0109525,BTC/USD,BUY,0,20199,FTX
1749217253.0109525,BTC/USD,SELL,0,20196,dYdX
1749217253.0109525,BTC/USD,SELL,1,20205,dYdX
1749217253.0109525,BTC/USD,BUY,5,20198,dYdX
1749217253.0109525,BTC/USD,BUY,6,20204,Bybit
1749217253.0109525,BTC/USD,BUY,5,20198,Binance
1749217253.0109525,BTC/USD,SELL,8,20197,FTX
1749217253.0109525,BTC/USD,SELL,3,20198,Binance
1749217253.0109525,BTC/USD,BUY,6,20189,Bybit
1749217253.0109525,BTC/USD,SELL,2,20190,dYdX
1749217253.0109525,BTC/USD,SELL,2,20200,dYdX
1749217253.0109525,BTC/USD,SELL,4,20204,Bybit
1749217253.0109525,BTC/USD,SELL,5,20206,Binance
1749217253.0109525,BTC/USD,BUY,5,20202,FTX
1749217253.0109525,BTC/USD,BUY,3,20210,Bybit
1749217253.0109525,BTC/USD,BUY,8,20210,dYdX
1749217253.0109525,BTC/USD,BUY,3,20212,Binance
1749217253.0109525,BTC/USD,BUY,8,20203,Binance
1749217253.0109525,BTC/USD,BUY,5,20203,Binance
1749217253.0109525,BTC/USD,SELL,3,20203,dYdX
1749217253.0109525,BTC/USD,BUY,5,20210,dYdX
1749217253.0109525,BTC/USD,BUY,7,20211,dYdX
1749217253.0109525,BTC/USD,BUY,3,20205,Bybit
1749217253.0109525,BTC/USD,BUY,6,20214,dYdX
1749217253.0109525,BTC/USD,SELL,4,20204,FTX
1749217253.0109525,BTC/USD,SELL,9,20210,Binance
1749217253.0109525,BTC/USD,SELL,1,20220,FTX
1749217253.0109525,BTC/USD,SELL,5,20216,Binance
1749217253.0109525,BTC/USD,SELL,2,20220,Bybit
1749217253.0109525,BTC/USD,BUY,4,20214,FTX
1749217253.0109525,BTC/USD,SELL,1,20223,Binance
1749217253.0109525,BTC/USD,BUY,0,20226,dYdX
1749217253.0109525,BTC/USD,BUY,7,20217,dYdX
1749217253.0109525,BTC/USD,SELL,4,20221,dYdX
1749217253.0109525,BTC/USD,BUY,0,20223,FTX
1749217253.0109525,BTC/USD,SELL,4,20220,Bybit
1749217253.0109525,BTC/USD,SELL,0,20226,FTX
1749217253.0109525,BTC/USD,SELL,9,20228,FTX
1749217253.0109525,BTC/USD,SELL,1,20232,dYdX
1749217253.0109525,BTC/USD,BUY,2,20234,FTX
1749217253.0109525,BTC/USD,SELL,9,20231,Bybit
1749217253.0109525,BTC/USD,SELL,2,20226,FTX
1749217253.0109525,BTC/USD,SELL,9,20232,Binance
1749217253.0109525,BTC/USD,BUY,2,20234,Bybit
1749217253.0109525,BTC/USD,BUY,9,20226,FTX
1749217253.0109525,BTC/USD,BUY,3,20226,dYdX
1749217253.0109525,BTC/USD,SELL,0,20227,Bybit
1749217253.0109525,BTC/USD,SELL,9,20228,dYdX
1749217253.0109525,BTC/USD,SELL,8,20221,Bybit
1749217253.0109525,BTC/USD,SELL,0,20219,Binance
1749217253.0109525,BTC/USD,BUY,7,20229,Binance
1749217253.0109525,BTC/USD,BUY,1,20231,dYdX
1749217253.0109525,BTC/USD,BUY,3,20229,Bybit
1749217253.0109525,BTC/USD,SELL,6,20222,Binance
1749217253.0109525,BTC/USD,SELL,9,20213,Bybit
1749217253.0109525,BTC/USD,SELL,5,20207,dYdX
1749217253.0109525,BTC/USD,SELL,7,20205,Binance
1749217253.0109525,BTC/USD,BUY,8,20197,Binance
1749217253.0109525,BTC/USD,SELL,8,20206,Binance
1749217253.0109525,BTC/USD,SELL,6,20204,Bybit
1749217253.0109525,BTC/USD,SELL,0,20213,FTX
1749217253.0109525,BTC/USD,BUY,7,20207,FTX
1749217253.0109525,BTC/USD,SELL,1,20207,FTX
1749217253.0109525,BTC/USD,SELL,4,20205,Binance
1749217253.0109525,BTC/USD,BUY,0,20214,FTX
1749217253.0109525,BTC/USD,SELL,9,20219,Bybit
1749217253.0109525,BTC/USD,BUY,9,20211,dYdX
1749217253.0109525,BTC/USD,SELL,3,20220,Binance
1749217253.0109525,BTC/USD,SELL,3,20218,Bybit
1749217253.0109525,BTC/USD,BUY,7,20217,Bybit
1749217253.0109525,BTC/USD,BUY,5,20212,FTX
1749217253.0109525,BTC/USD,BUY,7,20217,Bybit
1749217253.0109525,BTC/USD,SELL,6,20211,dYdX
1749217253.0109525,BTC/USD,SELL,8,20209,Binance
1749217253.0109525,BTC/USD,BUY,0,20219,FTX
1749217253.0109525,BTC/USD,SELL,4,20219,dYdX
1749217253.0109525,BTC/USD,BUY,4,20217,Bybit
1749217253.0109525,BTC/USD,SELL,8,20220,dYdX
1749217253.0109525,BTC/USD,SELL,0,20219,FTX
1749217253.0109525,BTC/USD,SELL,7,20226,dYdX
1749217253.0109525,BTC/USD,BUY,2,20218,Bybit
1749217253.0109525,BTC/USD,SELL,4,20223,Bybit
1749217253.0109525,BTC/USD,SELL,5,20229,Binance
1749217253.0109525,BTC/USD,SELL,8,20222,dYdX
1749217253.0109525,BTC/USD,SELL,0,20231,dYdX
1749217253.0109525,BTC/USD,SELL,4,20230,Bybit
1749217253.0109525,BTC/USD,BUY,0,20230,FTX
1749217253.0109525,BTC/USD,SELL,8,20221,Binance
1749217253.0109525,BTC/USD,SELL,2,20218,dYdX
1749217253.0109525,BTC/USD,BUY,7,20215,Bybit
1749217253.0109525,BTC/USD,SELL,5,20221,Binance
1749217253.0109525,BTC/USD,SELL,4,20223,Binance
1749217253.0109525,BTC/USD,BUY,9,20224,FTX
1749217253.0109525,BTC/USD,SELL,7,20223,FTX
1749217253.0109525,BTC/USD,BUY,3,20215,FTX
1749217253.0109525,BTC/USD,BUY,2,20225,FTX
1749217253.0109525,BTC/USD,BUY,7,20227,FTX
1749217253.0109525,BTC/USD,SELL,1,20229,Binance
1749217253.0109525,BTC/USD,BUY,1,20233,Binance
1749217253.0109525,BTC/USD,BUY,2,20231,Binance
1749217253.0109525,BTC/USD,SELL,9,20232,Bybit
1749217253.0109525,BTC/USD,SELL,3,20222,dYdX
1749217253.0109525,BTC/USD,SELL,2,20216,FTX
1749217253.0109525,BTC/USD,BUY,4,20215,Bybit
1749217253.0109525,BTC/USD,BUY,2,20208,Binance
1749217253.0109525,BTC/USD,BUY,7,20209,FTX
1749217253.0109525,BTC/USD,SELL,9,20200,Bybit
1749217253.0109525,BTC/USD,BUY,4,20191,Bybit
1749217253.0109525,BTC/USD,BUY,3,20190,dYdX
1749217253.0109525,BTC/USD,BUY,1,20193,FTX
1749217253.0109525,BTC/USD,SELL,2,20193,FTX
1749217253.0109525,BTC/USD,BUY,4,20183,FTX
1749217253.0109525,BTC/USD,BUY,1,20184,FTX
1749217253.0109525,BTC/USD,SELL,9,20184,FTX
1749217253.0109525,BTC/USD,SELL,1,20175,Bybit
1749217253.0109525,BTC/USD,SELL,8,20177,Binance
1749217253.0109525,BTC/USD,BUY,2,20186,FTX
1749217253.0109525,BTC/USD,BUY,2,20183,Bybit
1749217253.0109525,BTC/USD,SELL,0,20193,FTX
1749217253.0109525,BTC/USD,SELL,1,20199,Binance
1749217253.0109525,BTC/USD,BUY,4,20208,Binance
1749217253.0109525,BTC/USD,BUY,7,20199,FTX
1749217253.0109525,BTC/USD,BUY,1,20194,FTX
1749217253.0109525,BTC/USD,SELL,0,20190,dYdX
1749217253.0109525,BTC/USD,BUY,7,20195,Binance
1749217253.0109525,BTC/USD,BUY,7,20198,Bybit
1749217253.0109525,BTC/USD,BUY,5,20191,FTX
1749217253.0109525,BTC/USD,SELL,7,20195,dYdX
1749217253.0109525,BTC/USD,BUY,7,20190,Bybit
1749217253.0109525,BTC/USD,BUY,9,20192,Bybit
1749217253.0109525,BTC/USD,BUY,2,20199,FTX
1749217253.0109525,BTC/USD,SELL,8,20195,Binance
1749217253.0109525,BTC/USD,BUY,1,20189,FTX
1749217253.0109525,BTC/USD,BUY,6,20184,Bybit
1749217253.0109525,BTC/USD,SELL,1,20176,FTX
1749217253.0109525,BTC/USD,SELL,4,20180,Binance
1749217253.0109525,BTC/USD,SELL,0,20186,Binance
1749217253.0109525,BTC/USD,SELL,2,20182,FTX
1749217253.0109525,BTC/USD,BUY,9,20190,Binance
1749217253.0109525,BTC/USD,SELL,2,20180,dYdX
1749217253.0109525,BTC/USD,SELL,3,20175,FTX
1749217253.0109525,BTC/USD,BUY,6,20166,FTX
1749217253.0109525,BTC/USD,SELL,2,20175,dYdX
1749217253.0109525,BTC/USD,BUY,6,20169,FTX
1749217253.0109525,BTC/USD,SELL,6,20170,Bybit
1749217253.0109525,BTC/USD,SELL,2,20179,Bybit
1749217253.0109525,BTC/USD,BUY,1,20179,Bybit
1749217253.0109525,BTC/USD,BUY,9,20177,FTX
1749217253.0109525,BTC/USD,SELL,0,20183,dYdX
1749217253.0109525,BTC/USD,BUY,9,20191,FTX
1749217253.0109525,BTC/USD,SELL,5,20181,Binance
1749217253.0109525,BTC/USD,SELL,7,20174,FTX
1749217253.0109525,BTC/USD,BUY,8,20165,dYdX
